,InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
1872,1_HARDERSFIELD_9358,1,HARDERSFIELD,9358,KAH Reposado Tequila,750mL,4,54.99,2016-01-01
1873,1_HARDERSFIELD_9360,1,HARDERSFIELD,9360,KAH Blanco Tequila,750mL,5,44.99,2016-01-01
1874,1_HARDERSFIELD_9361,1,HARDERSFIELD,9361,KAH Anejo Tequila,750mL,4,64.99,2016-01-01
1875,1_HARDERSFIELD_9388,1,HARDERSFIELD,9388,Hennessy Privilege VSOP,375mL,11,23.99,2016-01-01
1876,1_HARDERSFIELD_10021,1,HARDERSFIELD,10021,Clayhouse Syrah Paso Robles,750mL,25,11.99,2016-01-01
1877,1_HARDERSFIELD_10051,1,HARDERSFIELD,10051,Joseph Phelps Cab Svgn Napa,750mL,14,59.99,2016-01-01
1878,1_HARDERSFIELD_10058,1,HARDERSFIELD,10058,F Coppola Dmd Ivry Cab Svgn,750mL,21,14.99,2016-01-01
1879,1_HARDERSFIELD_10062,1,HARDERSFIELD,10062,Terroirs du Rhone,750mL,23,8.99,2016-01-01
1880,1_HARDERSFIELD_10227,1,HARDERSFIELD,10227,Due Torri Pnt Nr del Venezie,750mL,20,9.99,2016-01-01
1881,1_HARDERSFIELD_10236,1,HARDERSFIELD,10236,Layer Cake Malbec Mendoza,750mL,1,11.95,2016-01-01
1882,1_HARDERSFIELD_10238,1,HARDERSFIELD,10238,Layer Cake Primitivo Puglia,750mL,14,15.99,2016-01-01
1883,1_HARDERSFIELD_10239,1,HARDERSFIELD,10239,Cannonball Cab Svgn Cal,750mL,14,13.99,2016-01-01
1884,1_HARDERSFIELD_10254,1,HARDERSFIELD,10254,Beringer Classic Chard,750mL,18,5.99,2016-01-01
1885,1_HARDERSFIELD_10264,1,HARDERSFIELD,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,26,29.99,2016-01-01
1886,1_HARDERSFIELD_10266,1,HARDERSFIELD,10266,Klinker Brick Old Vine Znfdl,750mL,12,15.99,2016-01-01
1887,1_HARDERSFIELD_10296,1,HARDERSFIELD,10296,Alamos Slcn Malbec Mendoza,750mL,0,15.99,2016-01-01
1888,1_HARDERSFIELD_10357,1,HARDERSFIELD,10357,Gnarly Head Chard Cal,750mL,36,7.99,2016-01-01
1889,1_HARDERSFIELD_10420,1,HARDERSFIELD,10420,Barefoot Moscato Cal,750mL,13,4.99,2016-01-01
1890,1_HARDERSFIELD_10421,1,HARDERSFIELD,10421,Barefoot Moscato Cal,1.5L,6,10.99,2016-01-01
1891,1_HARDERSFIELD_10441,1,HARDERSFIELD,10441,Charles Smith Boom Boom Syra,750mL,4,15.99,2016-01-01
1892,1_HARDERSFIELD_10443,1,HARDERSFIELD,10443,Charles Smith Kung Fu Girl R,750mL,38,11.99,2016-01-01
1893,1_HARDERSFIELD_10451,1,HARDERSFIELD,10451,Line 39 Cab Svgn Lake Cnty,750mL,13,9.99,2016-01-01
1894,1_HARDERSFIELD_10453,1,HARDERSFIELD,10453,Line 39 Svgn Bl Lake County,750mL,20,9.99,2016-01-01
1895,1_HARDERSFIELD_10469,1,HARDERSFIELD,10469,Easton Svgn Bl Sierra Foothl,750mL,0,17.99,2016-01-01
1896,1_HARDERSFIELD_10472,1,HARDERSFIELD,10472,Clos du Bois Pnt Nr Cal,750mL,55,8.99,2016-01-01
1897,1_HARDERSFIELD_10579,1,HARDERSFIELD,10579,High Note Malbec Mendoza,750mL,28,10.99,2016-01-01
1898,1_HARDERSFIELD_10596,1,HARDERSFIELD,10596,Almaden Mt Rhine Calif B/B,5L,15,14.99,2016-01-01
1899,1_HARDERSFIELD_10603,1,HARDERSFIELD,10603,Parducci Petite Sirah,750mL,11,13.99,2016-01-01
1900,1_HARDERSFIELD_10609,1,HARDERSFIELD,10609,Oyster Bay Chard Marlboro,750mL,11,11.99,2016-01-01
1901,1_HARDERSFIELD_10626,1,HARDERSFIELD,10626,MezzaCorona Pnt Nr,1.5L,14,10.99,2016-01-01
1902,1_HARDERSFIELD_10676,1,HARDERSFIELD,10676,William Hill Est Cab Svgn RV,750mL,7,42.99,2016-01-01
1903,1_HARDERSFIELD_10680,1,HARDERSFIELD,10680,Segura Viudas Brut RSV,750mL,12,10.99,2016-01-01
1904,1_HARDERSFIELD_10723,1,HARDERSFIELD,10723,R M Woodbridge Chard,1.5L,16,8.99,2016-01-01
1905,1_HARDERSFIELD_10727,1,HARDERSFIELD,10727,Starborough Svgn Bl Marlboro,750mL,21,7.95,2016-01-01
1906,1_HARDERSFIELD_10750,1,HARDERSFIELD,10750,Gattinara Travaglini,750mL,2,27.99,2016-01-01
1907,1_HARDERSFIELD_10792,1,HARDERSFIELD,10792,Perrier Jouet Fleur Rose,750mL,2,157.99,2016-01-01
1908,1_HARDERSFIELD_10874,1,HARDERSFIELD,10874,Cantine Maschio Prosecco Brt,750mL,3,10.99,2016-01-01
1909,1_HARDERSFIELD_10895,1,HARDERSFIELD,10895,Schmitt Sohne Relax Mosel,1.5L,10,22.99,2016-01-01
1910,1_HARDERSFIELD_10927,1,HARDERSFIELD,10927,Barefoot Sparklng Pnt Grigio,750mL,3,9.99,2016-01-01
1911,1_HARDERSFIELD_10957,1,HARDERSFIELD,10957,Seaglass Svgn Bl Snt Barbara,750mL,11,8.99,2016-01-01
1912,1_HARDERSFIELD_11003,1,HARDERSFIELD,11003,Klinker Brick Farrah Syrah,750mL,10,18.99,2016-01-01
1913,1_HARDERSFIELD_11067,1,HARDERSFIELD,11067,Sterling Chard,750mL,66,11.95,2016-01-01
1914,1_HARDERSFIELD_11089,1,HARDERSFIELD,11089,Jaboulet Cts Rhone Parl Rose,750mL,18,11.99,2016-01-01
1915,1_HARDERSFIELD_11141,1,HARDERSFIELD,11141,C K Mondavi Chard,1.5L,7,9.99,2016-01-01
1916,1_HARDERSFIELD_11152,1,HARDERSFIELD,11152,Stemmari Pnt Noir,750mL,9,7.99,2016-01-01
1917,1_HARDERSFIELD_11196,1,HARDERSFIELD,11196,Angelini Pnt Grigio Veneto,750mL,28,9.99,2016-01-01
1918,1_HARDERSFIELD_11199,1,HARDERSFIELD,11199,Carpene Malvolti Prosecco,750mL,30,14.99,2016-01-01
1919,1_HARDERSFIELD_11200,1,HARDERSFIELD,11200,Palagetto Vernaccia Gimigano,750mL,4,13.99,2016-01-01
1920,1_HARDERSFIELD_11213,1,HARDERSFIELD,11213,Meiomi Pnt Nr,750mL,21,18.99,2016-01-01
1921,1_HARDERSFIELD_11214,1,HARDERSFIELD,11214,Caymus Cab Svgn Napa Vly,750mL,14,74.99,2016-01-01
1922,1_HARDERSFIELD_11219,1,HARDERSFIELD,11219,Josh Cellars Cab Svgn Sonoma,750mL,54,13.99,2016-01-01
1923,1_HARDERSFIELD_11227,1,HARDERSFIELD,11227,Girard Svgn Bl Napa Vly,750mL,4,14.99,2016-01-01
1924,1_HARDERSFIELD_11238,1,HARDERSFIELD,11238,Willamette Whole Clst Pnt Nr,750mL,2,20.99,2016-01-01
1925,1_HARDERSFIELD_11310,1,HARDERSFIELD,11310,Beaulieu Tapestry 11 Rsv,750mL,7,58.99,2016-01-01
1926,1_HARDERSFIELD_11320,1,HARDERSFIELD,11320,Edna Valley Paragon Svgn Bl,750mL,7,11.99,2016-01-01
1927,1_HARDERSFIELD_11337,1,HARDERSFIELD,11337,Freemark Abbey Merlot Napa,750mL,3,27.99,2016-01-01
1928,1_HARDERSFIELD_11340,1,HARDERSFIELD,11340,Herzog Kosher Chard,750mL,9,13.99,2016-01-01
1929,1_HARDERSFIELD_11353,1,HARDERSFIELD,11353,Latour Meursault AC Blanc,750mL,13,64.99,2016-01-01
1930,1_HARDERSFIELD_11354,1,HARDERSFIELD,11354,Paso a Paso Tempranillo,750mL,2,9.99,2016-01-01
1931,1_HARDERSFIELD_11367,1,HARDERSFIELD,11367,Two Oceans WstrnCape Svgn Bl,750mL,17,8.99,2016-01-01
1932,1_HARDERSFIELD_11414,1,HARDERSFIELD,11414,Beringer Classic Moscato,750mL,28,5.99,2016-01-01
1933,1_HARDERSFIELD_11420,1,HARDERSFIELD,11420,Aresti Est Chardonnay,750mL,7,4.99,2016-01-01
1934,1_HARDERSFIELD_11440,1,HARDERSFIELD,11440,Peter Vella Sangria B/B,5L,4,14.99,2016-01-01
1935,1_HARDERSFIELD_11449,1,HARDERSFIELD,11449,Cambridge & Sunset Pnt Nr,750mL,12,12.99,2016-01-01
1936,1_HARDERSFIELD_11456,1,HARDERSFIELD,11456,Burgess Cab Svgn Napa,750mL,12,35.99,2016-01-01
1937,1_HARDERSFIELD_11480,1,HARDERSFIELD,11480,Candia Vyds Noiret Vault RSV,750mL,21,14.99,2016-01-01
1938,1_HARDERSFIELD_11488,1,HARDERSFIELD,11488,C K Mondavi Cab Svgn,1.5L,12,10.99,2016-01-01
1939,1_HARDERSFIELD_11698,1,HARDERSFIELD,11698,Lamberti Prosecco X Dry,750mL,10,11.99,2016-01-01
1940,1_HARDERSFIELD_11771,1,HARDERSFIELD,11771,Palagetto Sottobosco Rosso,750mL,4,27.99,2016-01-01
1941,1_HARDERSFIELD_11825,1,HARDERSFIELD,11825,Cupcake Cab Svgn,750mL,56,7.49,2016-01-01
1942,1_HARDERSFIELD_11826,1,HARDERSFIELD,11826,Cupcake Chard,750mL,25,7.49,2016-01-01
1943,1_HARDERSFIELD_11827,1,HARDERSFIELD,11827,Cupcake Merlot,750mL,2,7.49,2016-01-01
1944,1_HARDERSFIELD_11828,1,HARDERSFIELD,11828,Cupcake Svgn Bl,750mL,25,7.49,2016-01-01
1945,1_HARDERSFIELD_11888,1,HARDERSFIELD,11888,Penfolds Koonunga Hills Shir,750mL,11,10.99,2016-01-01
1946,1_HARDERSFIELD_11932,1,HARDERSFIELD,11932,Castello Banfi Belnero Prop,750mL,1,27.99,2016-01-01
1947,1_HARDERSFIELD_11957,1,HARDERSFIELD,11957,Souverain Cab Svgn N Cst,750mL,13,14.99,2016-01-01
1948,1_HARDERSFIELD_11970,1,HARDERSFIELD,11970,Zaccagnini Montepulciano Rsv,750mL,2,14.99,2016-01-01
1949,1_HARDERSFIELD_12024,1,HARDERSFIELD,12024,Terre Rouge Syrah Les Cotes,750mL,13,18.99,2016-01-01
1950,1_HARDERSFIELD_12069,1,HARDERSFIELD,12069,Gnarly Head Pnt Grigio,750mL,9,7.99,2016-01-01
1951,1_HARDERSFIELD_12078,1,HARDERSFIELD,12078,F Coppola Votre Sante Pnt Nr,750mL,16,10.99,2016-01-01
1952,1_HARDERSFIELD_12086,1,HARDERSFIELD,12086,Candia Vyds Classic Cab Svgn,750mL,18,13.99,2016-01-01
1953,1_HARDERSFIELD_12111,1,HARDERSFIELD,12111,LaBelle Winery Cranberry,750mL,5,15.99,2016-01-01
1954,1_HARDERSFIELD_12116,1,HARDERSFIELD,12116,Lindemans Bin 85 Pnt Grigio,1.5L,13,11.99,2016-01-01
1955,1_HARDERSFIELD_12123,1,HARDERSFIELD,12123,Barefoot Cellars Rsl,750mL,11,4.99,2016-01-01
1956,1_HARDERSFIELD_12140,1,HARDERSFIELD,12140,Natura Valle Svgn Bl Casabla,750mL,17,11.99,2016-01-01
1957,1_HARDERSFIELD_12147,1,HARDERSFIELD,12147,Sterling Vintners CA Meritag,750mL,24,8.99,2016-01-01
1958,1_HARDERSFIELD_12155,1,HARDERSFIELD,12155,Root 1 Carmenere,750mL,16,10.99,2016-01-01
1959,1_HARDERSFIELD_12191,1,HARDERSFIELD,12191,M & R Sparkling Rose,750mL,27,9.99,2016-01-01
1960,1_HARDERSFIELD_12192,1,HARDERSFIELD,12192,Meander Cab Svgn Napa Vly,750mL,5,59.99,2016-01-01
1961,1_HARDERSFIELD_12211,1,HARDERSFIELD,12211,Black Box Rsl,3L,36,18.99,2016-01-01
1962,1_HARDERSFIELD_12212,1,HARDERSFIELD,12212,Black Box Svgn Bl,3L,0,18.99,2016-01-01
1963,1_HARDERSFIELD_12213,1,HARDERSFIELD,12213,Evodia Garnacha Old Vine,750mL,22,8.99,2016-01-01
1964,1_HARDERSFIELD_12216,1,HARDERSFIELD,12216,Da Vinci Pnt Grigio,750mL,7,9.99,2016-01-01
1965,1_HARDERSFIELD_12220,1,HARDERSFIELD,12220,Angeline Pnt Nr,750mL,16,9.99,2016-01-01
1966,1_HARDERSFIELD_12227,1,HARDERSFIELD,12227,Korbel Sweet Rose,750mL,11,12.99,2016-01-01
1967,1_HARDERSFIELD_12235,1,HARDERSFIELD,12235,Murrieta's Well The Spur,750mL,5,21.99,2016-01-01
1968,1_HARDERSFIELD_12270,1,HARDERSFIELD,12270,Wente Louis Mel Svgn Bl,750mL,9,12.99,2016-01-01
1969,1_HARDERSFIELD_12310,1,HARDERSFIELD,12310,Napa Cellars Pnt Nr Napa,750mL,2,17.99,2016-01-01
1970,1_HARDERSFIELD_12343,1,HARDERSFIELD,12343,Bota Box Znfdl,3L,9,17.99,2016-01-01
1971,1_HARDERSFIELD_12416,1,HARDERSFIELD,12416,Callia Alta Malbec,750mL,8,7.99,2016-01-01
1972,1_HARDERSFIELD_12465,1,HARDERSFIELD,12465,Cline Cashmere Red Cal,750mL,33,8.99,2016-01-01
1973,1_HARDERSFIELD_12478,1,HARDERSFIELD,12478,Commanderie Bargmn Prov Rose,750mL,7,18.99,2016-01-01
1974,1_HARDERSFIELD_12479,1,HARDERSFIELD,12479,Geyser Peak Cab Svgn,750mL,13,11.99,2016-01-01
1975,1_HARDERSFIELD_12495,1,HARDERSFIELD,12495,Cupcake Malbec,750mL,27,7.49,2016-01-01
1976,1_HARDERSFIELD_12520,1,HARDERSFIELD,12520,Pavao Vinho Verde Adegas Wh,750mL,12,7.99,2016-01-01
1977,1_HARDERSFIELD_12586,1,HARDERSFIELD,12586,C Y Toro Frontera Malbec,1.5L,11,10.99,2016-01-01
1978,1_HARDERSFIELD_12666,1,HARDERSFIELD,12666,Carpineto Dogajolo Tuscan Wh,750mL,27,12.99,2016-01-01
1979,1_HARDERSFIELD_12685,1,HARDERSFIELD,12685,Brazin Old Vine Znfdl Lodi,750mL,5,12.99,2016-01-01
1980,1_HARDERSFIELD_12747,1,HARDERSFIELD,12747,Barefoot Cellars Pnt Nr,750mL,16,4.99,2016-01-01
1981,1_HARDERSFIELD_12771,1,HARDERSFIELD,12771,Joel Gott Cab Svgn 815,750mL,5,12.99,2016-01-01
1982,1_HARDERSFIELD_12772,1,HARDERSFIELD,12772,Joel Gott Chard,750mL,22,13.99,2016-01-01
1983,1_HARDERSFIELD_12773,1,HARDERSFIELD,12773,Joel Gott Znfdl,750mL,19,14.99,2016-01-01
1984,1_HARDERSFIELD_12901,1,HARDERSFIELD,12901,Madria Sangria,1.5L,4,8.99,2016-01-01
1985,1_HARDERSFIELD_12943,1,HARDERSFIELD,12943,Middle Sister Drama Queen Pi,750mL,25,9.99,2016-01-01
1986,1_HARDERSFIELD_12945,1,HARDERSFIELD,12945,Middle Sister Mischief Maker,750mL,22,9.99,2016-01-01
1987,1_HARDERSFIELD_12951,1,HARDERSFIELD,12951,Purple Cowboy Red,750mL,7,12.99,2016-01-01
1988,1_HARDERSFIELD_12994,1,HARDERSFIELD,12994,Acrobat Pnt Gris Oregon,750mL,5,12.99,2016-01-01
1989,1_HARDERSFIELD_13081,1,HARDERSFIELD,13081,Dom Ferret Pouilly Fuisse,750mL,4,30.99,2016-01-01
1990,1_HARDERSFIELD_13097,1,HARDERSFIELD,13097,Menage a Trois Chard,750mL,17,8.99,2016-01-01
1991,1_HARDERSFIELD_13124,1,HARDERSFIELD,13124,Shaya Verdejo Old Vines Whit,750mL,9,12.99,2016-01-01
1992,1_HARDERSFIELD_13141,1,HARDERSFIELD,13141,Noble Vines 181 Merlot Lodi,750mL,14,10.99,2016-01-01
1993,1_HARDERSFIELD_13163,1,HARDERSFIELD,13163,Barefoot Bubbly Moscato,750mL,24,7.99,2016-01-01
1994,1_HARDERSFIELD_13225,1,HARDERSFIELD,13225,Alphonse Dolly Sancerre Cvee,750mL,11,19.99,2016-01-01
1995,1_HARDERSFIELD_13258,1,HARDERSFIELD,13258,ChocoVine,750mL,5,9.99,2016-01-01
1996,1_HARDERSFIELD_13260,1,HARDERSFIELD,13260,Carmenere Santa Rita 120,750mL,9,8.99,2016-01-01
1997,1_HARDERSFIELD_13278,1,HARDERSFIELD,13278,Sonoma-Cutrer Pnt Nr,750mL,12,34.99,2016-01-01
1998,1_HARDERSFIELD_13303,1,HARDERSFIELD,13303,Plungerhead Znfdl Lodi,750mL,26,13.99,2016-01-01
1999,1_HARDERSFIELD_13393,1,HARDERSFIELD,13393,Debauchery Carmenere,750mL,8,10.99,2016-01-01
2000,1_HARDERSFIELD_13395,1,HARDERSFIELD,13395,Debauchery Svgn Bl,750mL,4,13.99,2016-01-01
2001,1_HARDERSFIELD_13397,1,HARDERSFIELD,13397,Dom Seguinot-Bordet Chablis,750mL,14,19.99,2016-01-01
2002,1_HARDERSFIELD_13422,1,HARDERSFIELD,13422,Gnarly Head Pnt Nr,750mL,30,9.99,2016-01-01
2003,1_HARDERSFIELD_13430,1,HARDERSFIELD,13430,Agua de Piedra Malbec Selccn,750mL,20,10.99,2016-01-01
2004,1_HARDERSFIELD_13451,1,HARDERSFIELD,13451,Clifford Bay Svgn Bl Marlbor,750mL,9,12.99,2016-01-01
2005,1_HARDERSFIELD_13454,1,HARDERSFIELD,13454,Eden Heirloom Blnd Ice Cider,375mL,7,26.99,2016-01-01
2006,1_HARDERSFIELD_13458,1,HARDERSFIELD,13458,Ch Ste Michelle Harvest Rsl,750mL,11,8.99,2016-01-01
2007,1_HARDERSFIELD_13461,1,HARDERSFIELD,13461,R M Woodbridge Moscato,1.5L,7,8.99,2016-01-01
2008,1_HARDERSFIELD_13497,1,HARDERSFIELD,13497,Mohua Svgn Bl Marlboro,750mL,3,9.99,2016-01-01
2009,1_HARDERSFIELD_13498,1,HARDERSFIELD,13498,Riva Rey Tempranillo,750mL,6,7.99,2016-01-01
2010,1_HARDERSFIELD_13594,1,HARDERSFIELD,13594,Bliss Chard,750mL,6,12.99,2016-01-01
2011,1_HARDERSFIELD_13603,1,HARDERSFIELD,13603,Folonari Pnt Nr Venezie,3L,4,17.99,2016-01-01
2012,1_HARDERSFIELD_13619,1,HARDERSFIELD,13619,Quinta do Noval Black Port,750mL,0,17.99,2016-01-01
2013,1_HARDERSFIELD_13636,1,HARDERSFIELD,13636,Charles Smith C Smith Cab Sv,750mL,1,18.99,2016-01-01
2014,1_HARDERSFIELD_13637,1,HARDERSFIELD,13637,Charles Smith Eve WA Chard,750mL,16,11.99,2016-01-01
2015,1_HARDERSFIELD_13638,1,HARDERSFIELD,13638,Charles Smith Velvet Dev Mer,750mL,5,11.99,2016-01-01
2016,1_HARDERSFIELD_13661,1,HARDERSFIELD,13661,Duckhorn Decoy Pnt Nr Sonoma,750mL,38,16.95,2016-01-01
2017,1_HARDERSFIELD_13662,1,HARDERSFIELD,13662,Duckhorn Decoy Svgn Bl,750mL,45,13.95,2016-01-01
2018,1_HARDERSFIELD_13663,1,HARDERSFIELD,13663,Duckhorn Decoy Znfdl Sonoma,750mL,39,16.95,2016-01-01
2019,1_HARDERSFIELD_13665,1,HARDERSFIELD,13665,Josh Cellars Chard,750mL,12,12.99,2016-01-01
2020,1_HARDERSFIELD_13695,1,HARDERSFIELD,13695,Red Rock Winery Malbec,750mL,11,8.99,2016-01-01
2021,1_HARDERSFIELD_13708,1,HARDERSFIELD,13708,Bota Box Cab Svgn,3L,5,17.99,2016-01-01
2022,1_HARDERSFIELD_13718,1,HARDERSFIELD,13718,Redwood Creek Malbec,1.5L,10,10.99,2016-01-01
2023,1_HARDERSFIELD_13723,1,HARDERSFIELD,13723,Big House Red,3L,0,16.99,2016-01-01
2024,1_HARDERSFIELD_13792,1,HARDERSFIELD,13792,The Wolftrap Syrah Vio Mourv,750mL,2,9.99,2016-01-01
2025,1_HARDERSFIELD_13793,1,HARDERSFIELD,13793,Yellow Tail Svgn Bl,1.5L,23,9.99,2016-01-01
2026,1_HARDERSFIELD_13807,1,HARDERSFIELD,13807,Oh Schist Rsl,750mL,14,10.99,2016-01-01
2027,1_HARDERSFIELD_13831,1,HARDERSFIELD,13831,The Show Malbec Argentina,750mL,6,11.99,2016-01-01
2028,1_HARDERSFIELD_13836,1,HARDERSFIELD,13836,R Mondavi Private Sel Pnt Nr,1.5L,15,20.99,2016-01-01
2029,1_HARDERSFIELD_13837,1,HARDERSFIELD,13837,C Y Toro Frontera Pnt Grigio,1.5L,16,10.99,2016-01-01
2030,1_HARDERSFIELD_13895,1,HARDERSFIELD,13895,Mohua Pinot Noir,750mL,11,14.99,2016-01-01
2031,1_HARDERSFIELD_13899,1,HARDERSFIELD,13899,Hogue Genesis Meritage,750mL,13,15.99,2016-01-01
2032,1_HARDERSFIELD_13931,1,HARDERSFIELD,13931,Ghost Pines Znfdl L Martini,750mL,12,16.99,2016-01-01
2033,1_HARDERSFIELD_13940,1,HARDERSFIELD,13940,Black Box Malbec,3L,0,18.99,2016-01-01
2034,1_HARDERSFIELD_13956,1,HARDERSFIELD,13956,Gouleyant Malbec Cahors,750mL,0,13.99,2016-01-01
2035,1_HARDERSFIELD_13958,1,HARDERSFIELD,13958,Charles & Charles Red,750mL,21,11.99,2016-01-01
2036,1_HARDERSFIELD_13963,1,HARDERSFIELD,13963,Yellow Tail Pnt Nr,1.5L,0,9.99,2016-01-01
2037,1_HARDERSFIELD_13968,1,HARDERSFIELD,13968,Spellbound Chard,750mL,25,13.99,2016-01-01
2038,1_HARDERSFIELD_13979,1,HARDERSFIELD,13979,Jos Phelps Pnt Nr,750mL,4,34.99,2016-01-01
2039,1_HARDERSFIELD_13981,1,HARDERSFIELD,13981,Alverdi Pnt Grigio,750mL,11,8.99,2016-01-01
2040,1_HARDERSFIELD_13985,1,HARDERSFIELD,13985,Luiano Chianti Clsc,375mL,10,11.99,2016-01-01
2041,1_HARDERSFIELD_13991,1,HARDERSFIELD,13991,Colombo Cape Bleue Rose VdP,750mL,45,9.99,2016-01-01
2042,1_HARDERSFIELD_13994,1,HARDERSFIELD,13994,Banfi Chianti Superiore,750mL,20,11.99,2016-01-01
2043,1_HARDERSFIELD_14004,1,HARDERSFIELD,14004,Layer Cake Virgin Chard,750mL,12,12.99,2016-01-01
2044,1_HARDERSFIELD_14006,1,HARDERSFIELD,14006,Apothic Winemakers Red Blend,750mL,55,9.99,2016-01-01
2045,1_HARDERSFIELD_14008,1,HARDERSFIELD,14008,Cigar Box Malbec Mendoza,750mL,11,11.99,2016-01-01
2046,1_HARDERSFIELD_14054,1,HARDERSFIELD,14054,Seaglass Rsl,750mL,19,8.99,2016-01-01
2047,1_HARDERSFIELD_14078,1,HARDERSFIELD,14078,Bota Box Malbec,3L,14,17.99,2016-01-01
2048,1_HARDERSFIELD_14129,1,HARDERSFIELD,14129,14 Hands Hot to Trot Red,750mL,58,8.95,2016-01-01
2049,1_HARDERSFIELD_14184,1,HARDERSFIELD,14184,Ch M Vert Lussac St Emilion,750mL,26,14.99,2016-01-01
2050,1_HARDERSFIELD_14194,1,HARDERSFIELD,14194,Caparzo Brnllo di Montalcino,750mL,5,37.99,2016-01-01
2051,1_HARDERSFIELD_14240,1,HARDERSFIELD,14240,Ninety+Cellars Lot 2 Svgn Bl,750mL,2,10.99,2016-01-01
2052,1_HARDERSFIELD_14250,1,HARDERSFIELD,14250,Ruta 22 Malbec,750mL,15,11.99,2016-01-01
2053,1_HARDERSFIELD_14280,1,HARDERSFIELD,14280,Cupcake Shiraz,750mL,15,7.49,2016-01-01
2054,1_HARDERSFIELD_14300,1,HARDERSFIELD,14300,Masi Passo Doble,750mL,7,11.99,2016-01-01
2055,1_HARDERSFIELD_14342,1,HARDERSFIELD,14342,Cupcake Pnt Nr,750mL,67,7.49,2016-01-01
2056,1_HARDERSFIELD_14363,1,HARDERSFIELD,14363,Educated Guess Cab Svgn Napa,750mL,9,19.99,2016-01-01
2057,1_HARDERSFIELD_14381,1,HARDERSFIELD,14381,LaBelle Winery Riesling,750mL,9,15.99,2016-01-01
2058,1_HARDERSFIELD_14382,1,HARDERSFIELD,14382,LaBelle Winery Raspberry,375mL,1,15.99,2016-01-01
2059,1_HARDERSFIELD_14383,1,HARDERSFIELD,14383,LaBelle Winery Granite Red,750mL,5,15.99,2016-01-01
2060,1_HARDERSFIELD_14393,1,HARDERSFIELD,14393,Ch Montaud Cotes de Prov Rse,750mL,20,12.99,2016-01-01
2061,1_HARDERSFIELD_14416,1,HARDERSFIELD,14416,J Lohr Falcons Perch Pnt Nr,750mL,16,13.99,2016-01-01
2062,1_HARDERSFIELD_14433,1,HARDERSFIELD,14433,F Coppola Rosso Bianco Chard,750mL,12,9.99,2016-01-01
2063,1_HARDERSFIELD_14437,1,HARDERSFIELD,14437,Byron Santa Barbara Pnt Nr,750mL,12,17.99,2016-01-01
2064,1_HARDERSFIELD_14439,1,HARDERSFIELD,14439,Barefoot Sweet Red,750mL,4,4.99,2016-01-01
2065,1_HARDERSFIELD_14457,1,HARDERSFIELD,14457,Scagliola Mati Barbera,750mL,10,12.99,2016-01-01
2066,1_HARDERSFIELD_14475,1,HARDERSFIELD,14475,Belcreme de Lys Chard,750mL,5,9.99,2016-01-01
2067,1_HARDERSFIELD_14539,1,HARDERSFIELD,14539,Dom de Dionysos La Deveze,750mL,8,14.99,2016-01-01
2068,1_HARDERSFIELD_14551,1,HARDERSFIELD,14551,Cava Mistinguett Brut,750mL,0,7.99,2016-01-01
2069,1_HARDERSFIELD_14620,1,HARDERSFIELD,14620,Bodega Elena de Mendoza Mlbc,750mL,23,6.99,2016-01-01
2070,1_HARDERSFIELD_14622,1,HARDERSFIELD,14622,La Marca Prosecco,750mL,0,12.99,2016-01-01
2071,1_HARDERSFIELD_14623,1,HARDERSFIELD,14623,The Naked Grape Pnt Grigio,750mL,17,6.99,2016-01-01
2072,1_HARDERSFIELD_14624,1,HARDERSFIELD,14624,The Naked Grape Pnt Nr,750mL,17,6.99,2016-01-01
2073,1_HARDERSFIELD_14632,1,HARDERSFIELD,14632,Dom Serene Evenstad 11 Pnt N,750mL,10,60.99,2016-01-01
2074,1_HARDERSFIELD_14657,1,HARDERSFIELD,14657,The Shepherd Svgn Bl,750mL,14,14.99,2016-01-01
2075,1_HARDERSFIELD_14663,1,HARDERSFIELD,14663,Spellbound Merlot,750mL,4,13.99,2016-01-01
2076,1_HARDERSFIELD_14672,1,HARDERSFIELD,14672,Duckhorn Decoy Cab Svgn,750mL,78,16.95,2016-01-01
2077,1_HARDERSFIELD_14701,1,HARDERSFIELD,14701,Cupcake Red Velvet,750mL,52,7.49,2016-01-01
2078,1_HARDERSFIELD_14703,1,HARDERSFIELD,14703,Casa Ferreirinha Esteva Doro,750mL,3,11.99,2016-01-01
2079,1_HARDERSFIELD_14704,1,HARDERSFIELD,14704,Rex Goliath Free Range Red,750mL,8,5.99,2016-01-01
2080,1_HARDERSFIELD_14706,1,HARDERSFIELD,14706,Cupcake Prosecco,750mL,0,6.99,2016-01-01
2081,1_HARDERSFIELD_14710,1,HARDERSFIELD,14710,Ch Tanunda Gr Barossa Shiraz,750mL,3,19.99,2016-01-01
2082,1_HARDERSFIELD_14805,1,HARDERSFIELD,14805,Ninety+Cellars Lot 23 Malbec,750mL,12,10.99,2016-01-01
2083,1_HARDERSFIELD_14811,1,HARDERSFIELD,14811,Primaterra Pnt Nr,750mL,12,10.99,2016-01-01
2084,1_HARDERSFIELD_14838,1,HARDERSFIELD,14838,Layer Cake Cab Svgn,750mL,44,11.95,2016-01-01
2085,1_HARDERSFIELD_14852,1,HARDERSFIELD,14852,Mooiplaas The Bean Pinotage,750mL,12,14.99,2016-01-01
